MetaNetX,equation,deltag
MNXR138720,,
MNXR143322,,
MNXR104493,,
MNXR143403,,
MNXR143405,,
MNXR143407,,
MNXR104906,,
MNXR143437,,
MNXR143438,,
MNXR105248,,
MNXR95170,,
MNXR95172,,
MNXR95174,,
MNXR95180,,
MNXR95184,,
MNXR96251,,
MNXR96255,,
MNXR96261,,
MNXR96854,,
MNXR97113,,
MNXR97396,,
MNXR97755,,
MNXR97952,,
MNXR99733,,
MNXR100001,,
MNXR100070,,
MNXR100297,,
MNXR101046,,
MNXR102016,,
MNXR102073,,
MNXR102678,,
MNXR102851,,
MNXR104607,,
MNXR104608,,
MNXR104855,,
MNXR104938,,
MNXR96258,,
MNXR105096,,
MNXR105102,,
MNXR102785,,
MNXR102697,,
MNXR102759,,
MNXR102866,,
MNXR96578,,
MNXR101216,,
MNXR97128,,
MNXR96607,,
MNXR96626,,
MNXR103088,,
MNXR102782,,
MNXR102863,,
MNXR96604,,
MNXR102672,,
MNXR102779,,
MNXR102801,,
MNXR102836,,
MNXR102862,,
MNXR96574,,
MNXR101214,,
MNXR95593,,
MNXR102800,,
MNXR96537,,
MNXR101213,,
MNXR97123,,
MNXR102888,,
MNXR103284,,
MNXR103301,,
MNXR95592,,
MNXR102736,,
MNXR102670,,
MNXR102693,,
MNXR102755,,
MNXR102834,,
MNXR102860,,
MNXR102887,,
MNXR96601,,
MNXR103283,,
MNXR103300,,
MNXR96620,,
MNXR103082,,
MNXR102776,,
MNXR102754,,
MNXR102798,,
MNXR102833,,
MNXR102859,,
MNXR97121,,
MNXR103282,,
MNXR103081,,
MNXR102668,,
MNXR102691,,
MNXR102858,,
MNXR96570,,
MNXR103281,,
MNXR103080,,
MNXR95589,,
MNXR102733,,
MNXR102667,,
MNXR102752,,
MNXR102796,,
MNXR102831,,
MNXR96533,,
MNXR97119,,
MNXR102884,,
MNXR96598,,
MNXR96617,,
MNXR103079,,
MNXR102732,,
MNXR102666,,
MNXR102689,,
MNXR102751,,
MNXR102830,,
MNXR96532,,
MNXR96568,,
MNXR101208,,
MNXR97118,,
MNXR102883,,
MNXR103078,,
MNXR95587,,
MNXR102731,,
MNXR102770,,
MNXR102688,,
MNXR102750,,
MNXR102794,,
MNXR102829,,
MNXR102855,,
MNXR96531,,
MNXR96567,,
MNXR102882,,
MNXR103278,,
MNXR103295,,
MNXR96615,,
MNXR102769,,
MNXR102687,,
MNXR102749,,
MNXR96530,,
MNXR102881,,
MNXR96595,,
MNXR103277,,
MNXR103294,,
MNXR96614,,
MNXR102663,,
MNXR101126,,
MNXR101225,,
MNXR101125,,
MNXR101224,,
MNXR100404,,
MNXR101223,,
MNXR100403,,
MNXR101222,,
MNXR96703,,
MNXR142849,,
MNXR143369,,
MNXR102327,,
MNXR102744,,
MNXR102699,,
MNXR102807,,
MNXR102842,,
MNXR96580,,
MNXR102895,,
MNXR96609,,
MNXR103090,,
MNXR102743,,
MNXR102675,,
MNXR102786,,
MNXR102698,,
MNXR102841,,
MNXR96579,,
MNXR101217,,
MNXR96608,,
MNXR96627,,
MNXR102607,,
MNXR102827,,
MNXR96565,,
MNXR101205,,
MNXR97115,,
MNXR102880,,
MNXR103276,,
MNXR103075,,
MNXR102766,,
MNXR102685,,
MNXR102747,,
MNXR101204,,
MNXR97114,,
MNXR102879,,
MNXR96593,,
MNXR96612,,
MNXR103074,,
MNXR100408,,
MNXR143370,,
MNXR143359,,
MNXR138560,,
MNXR100690,,
MNXR142845,,
MNXR100580,,
MNXR143046,,
MNXR143365,,
MNXR143372,,
MNXR143373,,
MNXR101569,,
MNXR143375,,
MNXR143377,,
MNXR143378,,
MNXR143381,,
MNXR143384,,
MNXR143386,,
MNXR94930,,
MNXR95489,,
MNXR95581,,
MNXR95597,,
MNXR95598,,
MNXR96213,,
MNXR96258,,
MNXR96384,,
MNXR96396,,
MNXR96540,,
MNXR96541,,
MNXR96576,,
MNXR96625,,
MNXR97126,,
MNXR100402,,
MNXR100406,,
MNXR100407,,
MNXR100444,,
MNXR101105,,
MNXR102002,,
MNXR102722,,
MNXR102725,,
MNXR102767,,
MNXR102772,,
MNXR102780,,
MNXR102781,,
MNXR102783,,
MNXR102804,,
MNXR102809,,
MNXR102812,,
MNXR102813,,
MNXR102838,,
MNXR102864,,
MNXR102865,,
MNXR102892,,
MNXR103086,,
MNXR104032,,
MNXR94807,,
MNXR94846,,
MNXR94978,,
MNXR142619,,
MNXR95171,,
MNXR95173,,
MNXR95175,,
MNXR95185,,
MNXR95206,,
MNXR95232,,
MNXR95232,,
MNXR95238,,
MNXR95255,,
MNXR95258,,
MNXR95281,,
MNXR95283,,
MNXR95285,,
MNXR95285,,
MNXR95287,,
MNXR95534,,
MNXR95536,,
MNXR95538,,
MNXR138023,,
MNXR95602,,
MNXR138030,,
MNXR95674,,
MNXR95919,,
MNXR95960,,
MNXR138062,,
MNXR138062,,
MNXR138062,,
MNXR95982,,
MNXR95984,,
MNXR142638,,
MNXR142640,,
MNXR142642,,
MNXR142646,,
MNXR142650,,
MNXR96008,,
MNXR96016,,
MNXR142660,,
MNXR96020,,
MNXR142662,,
MNXR96026,,
MNXR96028,,
MNXR96034,,
MNXR138064,,
MNXR138068,,
MNXR96053,,
MNXR96158,,
MNXR142668,,
MNXR96172,,
MNXR96176,,
MNXR96180,,
MNXR96182,,
MNXR96189,,
MNXR96194,,
MNXR96199,,
MNXR96206,,
MNXR96236,,
MNXR96333,,
MNXR96375,,
MNXR96379,,
MNXR96382,,
MNXR96414,,
MNXR96416,,
MNXR96415,,
MNXR96421,,
MNXR96422,,
MNXR96424,,
MNXR95475,,
MNXR96425,,
MNXR96427,,
MNXR96428,,
MNXR96429,,
MNXR96429,,
MNXR96431,,
MNXR96440,,
MNXR96451,,
MNXR96581,,
MNXR96645,,
MNXR96647,,
MNXR96647,,
MNXR138169,,
MNXR96700,,
MNXR96736,,
MNXR96757,,
MNXR138194,,
MNXR96988,,
MNXR96988,,
MNXR96991,,
MNXR97011,,
MNXR97066,,
MNXR97112,,
MNXR97132,,
MNXR97181,,
MNXR97224,,
MNXR97231,,
MNXR138214,,
MNXR138229,,
MNXR138229,,
MNXR97388,,
MNXR97460,,
MNXR97462,,
MNXR97511,,
MNXR142756,,
MNXR142758,,
MNXR97682,,
MNXR97705,,
MNXR97711,,
MNXR97723,,
MNXR97736,,
MNXR97739,,
MNXR97748,,
MNXR97946,,
MNXR94846,,
MNXR96226,,
MNXR97212,,
MNXR100618,,
MNXR100744,,
MNXR105432,,
MNXR105415,,
MNXR142852,,
MNXR142854,,
MNXR142856,,
MNXR142857,,
MNXR142859,,
MNXR142865,,
MNXR142866,,
MNXR142869,,
MNXR142871,,
MNXR142872,,
MNXR142873,,
MNXR142877,,
MNXR142878,,
MNXR142879,,
MNXR142881,,
MNXR142885,,
MNXR142886,,
MNXR142889,,
MNXR142890,,
MNXR142892,,
MNXR142893,,
MNXR142894,,
MNXR142896,,
MNXR142897,,
MNXR106236,,
MNXR142900,,
MNXR142905,,
MNXR106238,,
MNXR106241,,
MNXR106242,,
MNXR106244,,
MNXR106248,,
MNXR106249,,
MNXR106250,,
MNXR106251,,
MNXR95294,,
MNXR142918,,
MNXR95641,,
MNXR95914,,
MNXR142933,,
MNXR96415,,
MNXR96416,,
MNXR104864,,
MNXR96424,,
MNXR96893,,
MNXR142946,,
MNXR97132,,
MNXR142948,,
MNXR97682,,
MNXR99217,,
MNXR99687,,
MNXR99699,,
MNXR99701,,
MNXR99930,,
MNXR99967,,
MNXR100013,,
MNXR100082,,
MNXR142978,,
MNXR142980,,
MNXR100346,,
MNXR142998,,
MNXR100395,,
MNXR100427,,
MNXR100425,,
MNXR100440,,
MNXR143003,,
MNXR143005,,
MNXR143011,,
MNXR101334,,
MNXR102406,,
MNXR102504,,
MNXR143050,,
MNXR143054,,
MNXR102545,,
MNXR143058,,
MNXR143060,,
MNXR143061,,
MNXR104478,,
MNXR143077,,
MNXR105237,,
MNXR99080,,
MNXR99082,,
MNXR99084,,
MNXR99219,,
MNXR99221,,
MNXR99223,,
MNXR99225,,
MNXR99262,,
MNXR99263,,
MNXR99266,,
MNXR99269,,
MNXR99271,,
MNXR99275,,
MNXR99275,,
MNXR99276,,
MNXR99277,,
MNXR99278,,
MNXR99279,,
MNXR99280,,
MNXR99282,,
MNXR99283,,
MNXR99284,,
MNXR99284,,
MNXR99285,,
MNXR99288,,
MNXR99290,,
MNXR99180,,
MNXR99292,,
MNXR99295,,
MNXR99296,,
MNXR99300,,
MNXR99303,,
MNXR99304,,
MNXR99308,,
MNXR99310,,
MNXR99311,,
MNXR99318,,
MNXR99324,,
MNXR99332,,
MNXR99333,,
MNXR99335,,
MNXR99338,,
MNXR99342,,
MNXR99347,,
MNXR99353,,
MNXR99354,,
MNXR99358,,
MNXR99360,,
MNXR99362,,
MNXR99369,,
MNXR99371,,
MNXR99372,,
MNXR99375,,
MNXR99378,,
MNXR99383,,
MNXR99387,,
MNXR99397,,
MNXR99403,,
MNXR99675,,
MNXR99675,,
MNXR99677,,
MNXR99677,,
MNXR99681,,
MNXR99687,,
MNXR99693,,
MNXR99697,,
MNXR99701,,
MNXR99701,,
MNXR99720,,
MNXR99728,,
MNXR99738,,
MNXR99746,,
MNXR99754,,
MNXR99756,,
MNXR99758,,
MNXR99774,,
MNXR99781,,
MNXR99786,,
MNXR99791,,
MNXR99795,,
MNXR99796,,
MNXR99797,,
MNXR99799,,
MNXR99800,,
MNXR99801,,
MNXR99914,,
MNXR99919,,
MNXR99925,,
MNXR99930,,
MNXR99964,,
MNXR99967,,
MNXR99969,,
MNXR99971,,
MNXR99973,,
MNXR99973,,
MNXR99975,,
MNXR99975,,
MNXR99977,,
MNXR99996,,
MNXR100013,,
MNXR100013,,
MNXR100039,,
MNXR100059,,
MNXR100059,,
MNXR100080,,
MNXR100082,,
MNXR100082,,
MNXR100133,,
MNXR100175,,
MNXR100248,,
MNXR100264,,
MNXR100267,,
MNXR100286,,
MNXR100312,,
MNXR100345,,
MNXR143146,,
MNXR100359,,
MNXR100360,,
MNXR100363,,
MNXR143148,,
MNXR143148,,
MNXR100418,,
MNXR100420,,
MNXR100421,,
MNXR100425,,
MNXR100425,,
MNXR100427,,
MNXR100478,,
MNXR100479,,
MNXR100498,,
MNXR100504,,
MNXR100515,,
MNXR100526,,
MNXR100535,,
MNXR100573,,
MNXR100582,,
MNXR100586,,
MNXR100618,,
MNXR100650,,
MNXR100689,,
MNXR100719,,
MNXR100733,,
MNXR100743,,
MNXR100744,,
MNXR100764,,
MNXR100817,,
MNXR100894,,
MNXR100895,,
MNXR100949,,
MNXR101016,,
MNXR101021,,
MNXR101041,,
MNXR101043,,
MNXR101050,,
MNXR101051,,
MNXR101059,,
MNXR101061,,
MNXR101075,,
MNXR101111,,
MNXR138548,,
MNXR138559,,
MNXR101240,,
MNXR101280,,
MNXR101284,,
MNXR101285,,
MNXR101287,,
MNXR101289,,
MNXR101290,,
MNXR101294,,
MNXR101296,,
MNXR101297,,
MNXR101299,,
MNXR101301,,
MNXR101302,,
MNXR101306,,
MNXR101317,,
MNXR101334,,
MNXR101494,,
MNXR101556,,
MNXR138628,,
MNXR101867,,
MNXR101902,,
MNXR100056,,
MNXR101905,,
MNXR102021,,
MNXR102105,,
MNXR102139,,
MNXR102140,,
MNXR102139,,
MNXR102145,,
MNXR102185,,
MNXR102212,,
MNXR102213,,
MNXR102217,,
MNXR102255,,
MNXR102267,,
MNXR102326,,
MNXR102328,,
MNXR102331,,
MNXR102387,,
MNXR102402,,
MNXR102406,,
MNXR102407,,
MNXR102407,,
MNXR102411,,
MNXR102420,,
MNXR102464,,
MNXR102502,,
MNXR102502,,
MNXR102504,,
MNXR102504,,
MNXR102534,,
MNXR102580,,
MNXR102623,,
MNXR102700,,
MNXR102708,,
MNXR102808,,
MNXR102808,,
MNXR102764,,
MNXR102821,,
MNXR138708,,
MNXR138709,,
MNXR103052,,
MNXR103091,,
MNXR103112,,
MNXR103189,,
MNXR103248,,
MNXR103290,,
MNXR103312,,
MNXR103314,,
MNXR103330,,
MNXR103446,,
MNXR103446,,
MNXR103447,,
MNXR103449,,
MNXR103450,,
MNXR103451,,
MNXR103453,,
MNXR103456,,
MNXR103458,,
MNXR138742,,
MNXR103462,,
MNXR103462,,
MNXR103463,,
MNXR103463,,
MNXR103464,,
MNXR103464,,
MNXR103467,,
MNXR103467,,
MNXR103468,,
MNXR103468,,
MNXR103469,,
MNXR138744,,
MNXR138744,,
MNXR138744,,
MNXR103472,,
MNXR103472,,
MNXR103473,,
MNXR103473,,
MNXR103482,,
MNXR103483,,
MNXR103485,,
MNXR103486,,
MNXR103488,,
MNXR103489,,
MNXR103490,,
MNXR103492,,
MNXR103494,,
MNXR103495,,
MNXR103496,,
MNXR103498,,
MNXR103498,,
MNXR103499,,
MNXR103500,,
MNXR138754,,
MNXR102258,,
MNXR102255,,
MNXR103502,,
MNXR103503,,
MNXR103504,,
MNXR103505,,
MNXR103506,,
MNXR103507,,
MNXR103508,,
MNXR103508,,
MNXR103509,,
MNXR103511,,
MNXR103512,,
MNXR103513,,
MNXR103515,,
MNXR103517,,
MNXR103518,,
MNXR103518,,
MNXR103520,,
MNXR103520,,
MNXR103524,,
MNXR103525,,
MNXR103526,,
MNXR103528,,
MNXR103529,,
MNXR103529,,
MNXR103529,,
MNXR103530,,
MNXR103531,,
MNXR103533,,
MNXR103535,,
MNXR103539,,
MNXR103541,,
MNXR103541,,
MNXR103543,,
MNXR103544,,
MNXR103546,,
MNXR103546,,
MNXR103548,,
MNXR103548,,
MNXR103549,,
MNXR103549,,
MNXR103550,,
MNXR103551,,
MNXR103551,,
MNXR103551,,
MNXR103551,,
MNXR103552,,
MNXR103552,,
MNXR103555,,
MNXR103556,,
MNXR103557,,
MNXR103558,,
MNXR103558,,
MNXR103560,,
MNXR103561,,
MNXR103564,,
MNXR103565,,
MNXR103566,,
MNXR103566,,
MNXR103567,,
MNXR103572,,
MNXR103573,,
MNXR103578,,
MNXR103580,,
MNXR103582,,
MNXR103582,,
MNXR103583,,
MNXR103584,,
MNXR103586,,
MNXR103588,,
MNXR103588,,
MNXR103589,,
MNXR103589,,
MNXR103597,,
MNXR103598,,
MNXR103599,,
MNXR103600,,
MNXR103601,,
MNXR103605,,
MNXR103608,,
MNXR103609,,
MNXR103610,,
MNXR103612,,
MNXR103617,,
MNXR103619,,
MNXR103623,,
MNXR103624,,
MNXR103625,,
MNXR103626,,
MNXR103629,,
MNXR103630,,
MNXR103634,,
MNXR103636,,
MNXR103639,,
MNXR103641,,
MNXR103643,,
MNXR103643,,
MNXR103644,,
MNXR103645,,
MNXR103646,,
MNXR103647,,
MNXR143335,,
MNXR103650,,
MNXR103651,,
MNXR103651,,
MNXR103651,,
MNXR103652,,
MNXR103655,,
MNXR103656,,
MNXR103657,,
MNXR103658,,
MNXR103659,,
MNXR103665,,
MNXR103668,,
MNXR103669,,
MNXR103670,,
MNXR103672,,
MNXR103673,,
MNXR143337,,
MNXR103677,,
MNXR143338,,
MNXR143338,,
MNXR103679,,
MNXR103682,,
MNXR103683,,
MNXR103685,,
MNXR103686,,
MNXR103688,,
MNXR103688,,
MNXR103688,,
MNXR103688,,
MNXR103689,,
MNXR103690,,
MNXR103691,,
MNXR103692,,
MNXR103692,,
MNXR103693,,
MNXR103694,,
MNXR103694,,
MNXR103697,,
MNXR103698,,
MNXR103700,,
MNXR103701,,
MNXR103702,,
MNXR103704,,
MNXR103706,,
MNXR103707,,
MNXR103709,,
MNXR103710,,
MNXR103713,,
MNXR103714,,
MNXR103714,,
MNXR103424,,
MNXR143339,,
MNXR143339,,
MNXR103716,,
MNXR103717,,
MNXR103717,,
MNXR103718,,
MNXR103719,,
MNXR103720,,
MNXR103721,,
MNXR103722,,
MNXR100717,,
MNXR103723,,
MNXR103725,,
MNXR103728,,
MNXR103729,,
MNXR103731,,
MNXR103732,,
MNXR103736,,
MNXR103738,,
MNXR103739,,
MNXR103741,,
MNXR138770,,
MNXR138776,,
MNXR103750,,
MNXR103751,,
MNXR103752,,
MNXR138777,,
MNXR103755,,
MNXR143340,,
MNXR103759,,
MNXR103760,,
MNXR103762,,
MNXR102817,,
MNXR103765,,
MNXR103766,,
MNXR103768,,
MNXR103769,,
MNXR103769,,
MNXR103771,,
MNXR103772,,
MNXR103772,,
MNXR103773,,
MNXR103777,,
MNXR103777,,
MNXR103778,,
MNXR103779,,
MNXR103779,,
MNXR103781,,
MNXR103782,,
MNXR103783,,
MNXR95747,,
MNXR103787,,
MNXR103787,,
MNXR103789,,
MNXR103789,,
MNXR103790,,
MNXR103792,,
MNXR103793,,
MNXR103794,,
MNXR103797,,
MNXR103799,,
MNXR103803,,
MNXR103806,,
MNXR103806,,
MNXR103807,,
MNXR103809,,
MNXR103810,,
MNXR103811,,
MNXR103812,,
MNXR103814,,
MNXR103815,,
MNXR103816,,
MNXR103819,,
MNXR103821,,
MNXR103822,,
MNXR103823,,
MNXR103824,,
MNXR103824,,
MNXR103825,,
MNXR103827,,
MNXR103827,,
MNXR103829,,
MNXR103831,,
MNXR103832,,
MNXR103833,,
MNXR103834,,
MNXR103835,,
MNXR103835,,
MNXR103836,,
MNXR103838,,
MNXR103839,,
MNXR103841,,
MNXR103844,,
MNXR103846,,
MNXR103847,,
MNXR103848,,
MNXR103849,,
MNXR103849,,
MNXR103853,,
MNXR103855,,
MNXR103856,,
MNXR103857,,
MNXR103859,,
MNXR103861,,
MNXR103861,,
MNXR103863,,
MNXR103863,,
MNXR103864,,
MNXR103866,,
MNXR103867,,
MNXR103867,,
MNXR103869,,
MNXR103869,,
MNXR103870,,
MNXR103872,,
MNXR103874,,
MNXR103874,,
MNXR103874,,
MNXR103875,,
MNXR103876,,
MNXR103877,,
MNXR103879,,
MNXR103880,,
MNXR103881,,
MNXR103882,,
MNXR103883,,
MNXR103883,,
MNXR103884,,
MNXR103885,,
MNXR143342,,
MNXR103891,,
MNXR103892,,
MNXR103895,,
MNXR103896,,
MNXR103897,,
MNXR103899,,
MNXR103901,,
MNXR103901,,
MNXR143343,,
MNXR143344,,
MNXR103907,,
MNXR103908,,
MNXR103911,,
MNXR103912,,
MNXR103912,,
MNXR103913,,
MNXR103913,,
MNXR103913,,
MNXR103914,,
MNXR103914,,
MNXR103915,,
MNXR103916,,
MNXR103916,,
MNXR143345,,
MNXR143346,,
MNXR103921,,
MNXR103922,,
MNXR103923,,
MNXR103923,,
MNXR103925,,
MNXR103926,,
MNXR103927,,
MNXR103929,,
MNXR103930,,
MNXR103931,,
MNXR103931,,
MNXR143348,,
MNXR103933,,
MNXR103933,,
MNXR103933,,
MNXR103934,,
MNXR103934,,
MNXR103935,,
MNXR143349,,
MNXR103937,,
MNXR103937,,
MNXR103939,,
MNXR103940,,
MNXR103941,,
MNXR143350,,
MNXR143350,,
MNXR143352,,
MNXR143352,,
MNXR143352,,
MNXR143353,,
MNXR103946,,
MNXR143354,,
MNXR143354,,
MNXR143354,,
MNXR143354,,
MNXR103949,,
MNXR103950,,
MNXR103952,,
MNXR103952,,
MNXR103952,,
MNXR103953,,
MNXR103954,,
MNXR103957,,
MNXR103958,,
MNXR103959,,
MNXR103963,,
MNXR103964,,
MNXR103965,,
MNXR103966,,
MNXR103968,,
MNXR103973,,
MNXR103973,,
MNXR103975,,
MNXR103976,,
MNXR103979,,
MNXR103983,,
MNXR103985,,
MNXR103986,,
MNXR103988,,
MNXR103990,,
MNXR103991,,
MNXR104044,,
MNXR104044,,
MNXR104045,,
MNXR104046,,
MNXR104047,,
MNXR104048,,
MNXR104048,,
MNXR104049,,
MNXR104049,,
MNXR104050,,
MNXR104050,,
MNXR104051,,
MNXR104053,,
MNXR104054,,
MNXR104055,,
MNXR104055,,
MNXR104056,,
MNXR104056,,
MNXR104057,,
MNXR104057,,
MNXR138801,,
MNXR138805,,
MNXR138807,,
MNXR138809,,
MNXR138814,,
MNXR138814,,
MNXR138816,,
MNXR138817,,
MNXR138817,,
MNXR138817,,
MNXR104126,,
MNXR104127,,
MNXR104129,,
MNXR104136,,
MNXR104137,,
MNXR104138,,
MNXR104140,,
MNXR104143,,
MNXR104145,,
MNXR104146,,
MNXR104277,,
MNXR104296,,
MNXR104333,,
MNXR104360,,
MNXR104448,,
MNXR104450,,
MNXR104452,,
MNXR104471,,
MNXR104473,,
MNXR104473,,
MNXR104478,,
MNXR138832,,
MNXR104544,,
MNXR104550,,
MNXR104554,,
MNXR104556,,
MNXR104560,,
MNXR104564,,
MNXR104572,,
MNXR104585,,
MNXR104597,,
MNXR104601,,
MNXR104609,,
MNXR96431,,
MNXR96430,,
MNXR104616,,
MNXR104713,,
MNXR104729,,
MNXR138848,,
MNXR138859,,
MNXR143079,,
MNXR104837,,
MNXR104844,,
MNXR104864,,
MNXR143423,,
MNXR105184,,
MNXR105204,,
MNXR105237,,
MNXR142699,,
MNXR142700,,
MNXR105290,,
MNXR105298,,
MNXR97066,,
MNXR105302,,
MNXR105312,,
MNXR105313,,
MNXR105315,,
MNXR105315,,
MNXR104084,,
MNXR105318,,
MNXR105319,,
MNXR105321,,
MNXR143445,,
MNXR105326,,
MNXR105333,,
MNXR105335,,
MNXR105339,,
MNXR105342,,
MNXR105343,,
MNXR105343,,
MNXR105343,,
MNXR96384,,
MNXR96384,,
MNXR101105,,
MNXR96400,,
MNXR105346,,
MNXR105352,,
MNXR105353,,
MNXR99468,,
MNXR105355,,
MNXR105356,,
MNXR100134,,
MNXR105366,,
MNXR105371,,
MNXR105373,,
MNXR105374,,
MNXR105375,,
MNXR105377,,
MNXR105378,,
MNXR105379,,
MNXR94912,,
MNXR105380,,
MNXR94928,,
MNXR94929,,
MNXR105381,,
MNXR96690,,
MNXR96206,,
MNXR105389,,
MNXR96124,,
MNXR96735,,
MNXR105393,,
MNXR105394,,
MNXR105395,,
MNXR105398,,
MNXR105086,,
MNXR105401,,
MNXR105176,,
MNXR105403,,
MNXR96713,,
MNXR105404,,
MNXR105407,,
MNXR105408,,
MNXR105408,,
MNXR105410,,
MNXR104604,,
MNXR105412,,
MNXR105414,,
MNXR105418,,
MNXR105419,,
MNXR105419,,
MNXR105420,,
MNXR105421,,
MNXR104803,,
MNXR105425,,
MNXR105426,,
MNXR105427,,
MNXR105429,,
MNXR105431,,
MNXR105431,,
MNXR105433,,
MNXR105434,,
MNXR105435,,
MNXR96140,,
MNXR105391,,
MNXR105438,,
MNXR105439,,
MNXR105442,,
MNXR105443,,
MNXR105445,,
MNXR105447,,
MNXR105448,,
MNXR105448,,
MNXR105449,,
MNXR105450,,
MNXR105451,,
MNXR105452,,
MNXR105453,,
MNXR99177,,
MNXR101114,,
MNXR99110,,
MNXR99110,,
MNXR99102,,
MNXR105456,,
MNXR105457,,
MNXR105457,,
MNXR105458,,
MNXR105458,,
MNXR105459,,
MNXR105460,,
MNXR97504,,
MNXR138950,,
MNXR96716,,
MNXR105462,,
MNXR105463,,
MNXR105464,,
MNXR105468,,
MNXR105469,,
MNXR105471,,
MNXR105472,,
MNXR105476,,
MNXR102156,,
MNXR105477,,
MNXR105479,,
MNXR105480,,
MNXR105481,,
MNXR105483,,
MNXR105484,,
MNXR105485,,
MNXR105486,,
MNXR105487,,
MNXR105488,,
MNXR105489,,
MNXR105490,,
MNXR105491,,
MNXR105492,,
MNXR105494,,
MNXR105495,,
MNXR105497,,
MNXR105501,,
MNXR105505,,
MNXR105509,,
MNXR105511,,
MNXR105513,,
MNXR105516,,
MNXR105519,,
MNXR105520,,
MNXR105521,,
MNXR105522,,
MNXR105524,,
MNXR105525,,
MNXR105526,,
MNXR105528,,
MNXR105532,,
MNXR105534,,
MNXR105535,,
MNXR105536,,
MNXR105539,,
MNXR105540,,
MNXR105541,,
MNXR105545,,
MNXR105546,,
MNXR105549,,
MNXR105550,,
MNXR105551,,
MNXR105552,,
MNXR105553,,
MNXR105554,,
MNXR105557,,
MNXR105560,,
MNXR105561,,
MNXR105563,,
MNXR105565,,
MNXR105566,,
MNXR105570,,
MNXR105573,,
MNXR105577,,
MNXR105578,,
MNXR105580,,
MNXR105583,,
MNXR105587,,
MNXR105589,,
MNXR105592,,
MNXR105598,,
MNXR105599,,
MNXR105601,,
MNXR105608,,
MNXR105609,,
MNXR105612,,
MNXR105614,,
MNXR105616,,
MNXR105620,,
MNXR105622,,
MNXR105623,,
MNXR105625,,
MNXR105627,,
MNXR105628,,
MNXR105629,,
MNXR105630,,
MNXR105633,,
MNXR105634,,
MNXR105641,,
MNXR105642,,
MNXR105643,,
MNXR105648,,
MNXR105650,,
MNXR105652,,
MNXR105653,,
MNXR105655,,
MNXR105656,,
MNXR105657,,
MNXR105662,,
MNXR105666,,
MNXR105668,,
MNXR105670,,
MNXR105671,,
MNXR105672,,
MNXR105673,,
MNXR105674,,
MNXR105676,,
MNXR105678,,
MNXR105679,,
MNXR105680,,
MNXR105684,,
MNXR105685,,
MNXR105687,,
MNXR105689,,
MNXR105690,,
MNXR105692,,
MNXR105693,,
MNXR105694,,
MNXR105695,,
MNXR105696,,
MNXR105698,,
MNXR105699,,
MNXR105700,,
MNXR105702,,
MNXR105704,,
MNXR105706,,
MNXR105709,,
MNXR105711,,
MNXR105712,,
MNXR105713,,
MNXR105714,,
MNXR105715,,
MNXR105716,,
MNXR105719,,
MNXR105720,,
MNXR105722,,
MNXR105725,,
MNXR105728,,
MNXR105729,,
MNXR105731,,
MNXR105732,,
MNXR105734,,
MNXR105739,,
MNXR105740,,
MNXR105742,,
MNXR105743,,
MNXR105747,,
MNXR105748,,
MNXR105750,,
MNXR105751,,
MNXR105754,,
MNXR105755,,
MNXR105758,,
MNXR105763,,
MNXR105764,,
MNXR105765,,
MNXR105766,,
MNXR105773,,
MNXR105774,,
MNXR105775,,
MNXR105776,,
MNXR105777,,
MNXR105779,,
MNXR105782,,
MNXR105783,,
MNXR105784,,
MNXR105785,,
MNXR105790,,
MNXR105794,,
MNXR105797,,
MNXR105798,,
MNXR105799,,
MNXR105802,,
MNXR105804,,
MNXR105805,,
MNXR105806,,
MNXR105810,,
MNXR105813,,
MNXR105814,,
MNXR105815,,
MNXR105817,,
MNXR105819,,
MNXR105821,,
MNXR105822,,
MNXR105823,,
MNXR105825,,
MNXR105826,,
MNXR105828,,
MNXR105829,,
MNXR105833,,
MNXR105835,,
MNXR105840,,
MNXR105841,,
MNXR105846,,
MNXR105847,,
MNXR105848,,
MNXR105849,,
MNXR105851,,
MNXR105853,,
MNXR105854,,
MNXR105857,,
MNXR105861,,
MNXR105864,,
MNXR105866,,
MNXR105867,,
MNXR105869,,
MNXR105871,,
MNXR105879,,
MNXR105881,,
MNXR105882,,
MNXR105883,,
MNXR105884,,
MNXR105885,,
MNXR105886,,
MNXR105888,,
MNXR105890,,
MNXR105892,,
MNXR105893,,
MNXR105894,,
MNXR105895,,
MNXR105903,,
MNXR105905,,
MNXR105912,,
MNXR105920,,
MNXR105921,,
MNXR105923,,
MNXR105924,,
MNXR105925,,
MNXR105927,,
MNXR105930,,
MNXR105933,,
MNXR105937,,
MNXR105938,,
MNXR105940,,
MNXR105943,,
MNXR105944,,
MNXR105945,,
MNXR105946,,
MNXR105947,,
MNXR105949,,
MNXR105950,,
MNXR105951,,
MNXR105952,,
MNXR105953,,
MNXR105956,,
MNXR105957,,
MNXR105961,,
MNXR105962,,
MNXR105965,,
MNXR105966,,
MNXR105968,,
MNXR105969,,
MNXR105970,,
MNXR105971,,
MNXR105973,,
MNXR105975,,
MNXR105978,,
MNXR105979,,
MNXR105980,,
MNXR105982,,
MNXR105983,,
MNXR105985,,
MNXR143446,,
MNXR143451,,
MNXR143453,,
MNXR105997,,
MNXR105998,,
MNXR106000,,
MNXR106002,,
MNXR106004,,
MNXR106005,,
MNXR106006,,
MNXR106008,,
